dtregistro;municipio;confirmados;suspeitos;obitos
11-08-2021;Santo Antônio do Sudoeste;21;40;1
12-08-2021;Santo Antônio do Sudoeste;13;23;0
13-08-2021;Santo Antônio do Sudoeste;18;36;0
14-08-2021;Santo Antônio do Sudoeste;15;30;0
15-08-2021;Santo Antônio do Sudoeste;18;33;0
16-08-2021;Santo Antônio do Sudoeste;31;56;1
17-08-2021;Santo Antônio do Sudoeste;34;66;0
18-08-2021;Santo Antônio do Sudoeste;33;63;1
19-08-2021;Santo Antônio do Sudoeste;38;67;0
20-08-2021;Santo Antônio do Sudoeste;35;69;0
21-08-2021;Santo Antônio do Sudoeste;19;37;0
22-08-2021;Santo Antônio do Sudoeste;33;54;1
23-08-2021;Santo Antônio do Sudoeste;18;33;1
24-08-2021;Santo Antônio do Sudoeste;24;45;0
25-08-2021;Santo Antônio do Sudoeste;14;24;0
26-08-2021;Santo Antônio do Sudoeste;15;28;0
27-08-2021;Santo Antônio do Sudoeste;30;49;1
28-08-2021;Santo Antônio do Sudoeste;23;38;1
29-08-2021;Santo Antônio do Sudoeste;32;53;1
30-08-2021;Santo Antônio do Sudoeste;16;27;0
31-08-2021;Santo Antônio do Sudoeste;24;44;0
01-09-2021;Santo Antônio do Sudoeste;11;19;0
02-09-2021;Santo Antônio do Sudoeste;12;21;0
03-09-2021;Santo Antônio do Sudoeste;15;29;0
04-09-2021;Santo Antônio do Sudoeste;19;31;0
05-09-2021;Santo Antônio do Sudoeste;29;53;0
06-09-2021;Santo Antônio do Sudoeste;34;65;1
07-09-2021;Santo Antônio do Sudoeste;34;61;1
08-09-2021;Santo Antônio do Sudoeste;31;61;0
09-09-2021;Santo Antônio do Sudoeste;26;49;1
10-09-2021;Santo Antônio do Sudoeste;34;56;1
11-09-2021;Santo Antônio do Sudoeste;15;30;0
12-09-2021;Santo Antônio do Sudoeste;15;25;0
13-09-2021;Santo Antônio do Sudoeste;31;56;0
14-09-2021;Santo Antônio do Sudoeste;14;23;0
15-09-2021;Santo Antônio do Sudoeste;18;31;0
16-09-2021;Santo Antônio do Sudoeste;31;50;1
17-09-2021;Santo Antônio do Sudoeste;34;66;0
18-09-2021;Santo Antônio do Sudoeste;35;60;1
19-09-2021;Santo Antônio do Sudoeste;29;53;1
20-09-2021;Santo Antônio do Sudoeste;27;49;0
21-09-2021;Santo Antônio do Sudoeste;25;41;0
22-09-2021;Santo Antônio do Sudoeste;34;67;1
23-09-2021;Santo Antônio do Sudoeste;40;80;1
24-09-2021;Santo Antônio do Sudoeste;25;44;0
25-09-2021;Santo Antônio do Sudoeste;12;20;0
26-09-2021;Santo Antônio do Sudoeste;24;44;0
27-09-2021;Santo Antônio do Sudoeste;28;54;0
28-09-2021;Santo Antônio do Sudoeste;39;74;1
29-09-2021;Santo Antônio do Sudoeste;12;19;0
30-09-2021;Santo Antônio do Sudoeste;29;58;0
01-10-2021;Santo Antônio do Sudoeste;40;65;1
02-10-2021;Santo Antônio do Sudoeste;21;34;0
03-10-2021;Santo Antônio do Sudoeste;30;48;0
04-10-2021;Santo Antônio do Sudoeste;17;32;0
05-10-2021;Santo Antônio do Sudoeste;18;31;0
06-10-2021;Santo Antônio do Sudoeste;13;25;0
07-10-2021;Santo Antônio do Sudoeste;18;33;0
08-10-2021;Santo Antônio do Sudoeste;13;22;0
09-10-2021;Santo Antônio do Sudoeste;24;44;0
10-10-2021;Santo Antônio do Sudoeste;35;67;0
11-10-2021;Santo Antônio do Sudoeste;15;24;0
12-10-2021;Santo Antônio do Sudoeste;18;32;0
13-10-2021;Santo Antônio do Sudoeste;22;44;0
14-10-2021;Santo Antônio do Sudoeste;38;71;1
15-10-2021;Santo Antônio do Sudoeste;31;57;1
16-10-2021;Santo Antônio do Sudoeste;11;20;0
17-10-2021;Santo Antônio do Sudoeste;11;19;0
18-10-2021;Santo Antônio do Sudoeste;17;31;0
19-10-2021;Santo Antônio do Sudoeste;37;63;1
20-10-2021;Santo Antônio do Sudoeste;19;37;1
21-10-2021;Santo Antônio do Sudoeste;31;58;0
22-10-2021;Santo Antônio do Sudoeste;33;64;1
23-10-2021;Santo Antônio do Sudoeste;25;49;1
24-10-2021;Santo Antônio do Sudoeste;31;58;1
25-10-2021;Santo Antônio do Sudoeste;20;34;0
26-10-2021;Santo Antônio do Sudoeste;38;72;1
27-10-2021;Santo Antônio do Sudoeste;36;65;0
28-10-2021;Santo Antônio do Sudoeste;13;22;0
29-10-2021;Santo Antônio do Sudoeste;12;23;0
30-10-2021;Santo Antônio do Sudoeste;12;21;0
31-10-2021;Santo Antônio do Sudoeste;18;32;1
01-11-2021;Santo Antônio do Sudoeste;38;74;1
02-11-2021;Santo Antônio do Sudoeste;24;45;1
03-11-2021;Santo Antônio do Sudoeste;19;36;0
04-11-2021;Santo Antônio do Sudoeste;19;37;0
05-11-2021;Santo Antônio do Sudoeste;22;38;1
06-11-2021;Santo Antônio do Sudoeste;32;64;0
07-11-2021;Santo Antônio do Sudoeste;28;46;0
08-11-2021;Santo Antônio do Sudoeste;10;19;0
09-11-2021;Santo Antônio do Sudoeste;40;80;1
10-11-2021;Santo Antônio do Sudoeste;15;25;0
11-11-2021;Santo Antônio do Sudoeste;29;56;1
12-11-2021;Santo Antônio do Sudoeste;31;55;1
13-11-2021;Santo Antônio do Sudoeste;17;28;0
14-11-2021;Santo Antônio do Sudoeste;15;28;0
15-11-2021;Santo Antônio do Sudoeste;17;32;0
16-11-2021;Santo Antônio do Sudoeste;35;58;1
17-11-2021;Santo Antônio do Sudoeste;25;43;0
18-11-2021;Santo Antônio do Sudoeste;10;16;0
19-11-2021;Santo Antônio do Sudoeste;24;38;1
20-11-2021;Santo Antônio do Sudoeste;16;29;0
21-11-2021;Santo Antônio do Sudoeste;29;50;1
22-11-2021;Santo Antônio do Sudoeste;15;24;0
23-11-2021;Santo Antônio do Sudoeste;24;44;1
24-11-2021;Santo Antônio do Sudoeste;32;56;0
25-11-2021;Santo Antônio do Sudoeste;35;59;1
26-11-2021;Santo Antônio do Sudoeste;16;31;0
27-11-2021;Santo Antônio do Sudoeste;27;49;0
28-11-2021;Santo Antônio do Sudoeste;31;58;0
29-11-2021;Santo Antônio do Sudoeste;12;22;0
30-11-2021;Santo Antônio do Sudoeste;33;59;1
01-12-2021;Santo Antônio do Sudoeste;19;34;1
02-12-2021;Santo Antônio do Sudoeste;16;26;0
03-12-2021;Santo Antônio do Sudoeste;36;71;0
04-12-2021;Santo Antônio do Sudoeste;18;31;0
05-12-2021;Santo Antônio do Sudoeste;23;38;0
06-12-2021;Santo Antônio do Sudoeste;20;38;0
07-12-2021;Santo Antônio do Sudoeste;22;42;0
08-12-2021;Santo Antônio do Sudoeste;26;49;0
09-12-2021;Santo Antônio do Sudoeste;35;60;1
10-12-2021;Santo Antônio do Sudoeste;31;53;0
11-12-2021;Santo Antônio do Sudoeste;27;50;1
12-12-2021;Santo Antônio do Sudoeste;31;57;1
13-12-2021;Santo Antônio do Sudoeste;32;63;1
14-12-2021;Santo Antônio do Sudoeste;17;29;0
15-12-2021;Santo Antônio do Sudoeste;22;40;0
16-12-2021;Santo Antônio do Sudoeste;32;51;1
17-12-2021;Santo Antônio do Sudoeste;19;37;0
18-12-2021;Santo Antônio do Sudoeste;11;20;0
19-12-2021;Santo Antônio do Sudoeste;10;17;0
20-12-2021;Santo Antônio do Sudoeste;16;28;0
21-12-2021;Santo Antônio do Sudoeste;34;57;1
22-12-2021;Santo Antônio do Sudoeste;30;54;1
23-12-2021;Santo Antônio do Sudoeste;25;43;0
24-12-2021;Santo Antônio do Sudoeste;25;46;1
25-12-2021;Santo Antônio do Sudoeste;13;22;0
26-12-2021;Santo Antônio do Sudoeste;27;46;0
27-12-2021;Santo Antônio do Sudoeste;13;23;0
28-12-2021;Santo Antônio do Sudoeste;23;43;0
29-12-2021;Santo Antônio do Sudoeste;34;55;0
30-12-2021;Santo Antônio do Sudoeste;24;40;0
31-12-2021;Santo Antônio do Sudoeste;40;76;1
01-01-2022;Santo Antônio do Sudoeste;32;63;1
02-01-2022;Santo Antônio do Sudoeste;21;40;0
03-01-2022;Santo Antônio do Sudoeste;25;46;1
04-01-2022;Santo Antônio do Sudoeste;25;43;0
05-01-2022;Santo Antônio do Sudoeste;21;37;0
06-01-2022;Santo Antônio do Sudoeste;38;70;0
07-01-2022;Santo Antônio do Sudoeste;27;54;0
08-01-2022;Santo Antônio do Sudoeste;26;49;1
09-01-2022;Santo Antônio do Sudoeste;39;76;0
10-01-2022;Santo Antônio do Sudoeste;39;71;1
11-01-2022;Santo Antônio do Sudoeste;20;33;0
12-01-2022;Santo Antônio do Sudoeste;11;18;0
13-01-2022;Santo Antônio do Sudoeste;24;45;1
14-01-2022;Santo Antônio do Sudoeste;40;80;1
15-01-2022;Santo Antônio do Sudoeste;15;26;0
16-01-2022;Santo Antônio do Sudoeste;14;26;0
17-01-2022;Santo Antônio do Sudoeste;35;68;1
18-01-2022;Santo Antônio do Sudoeste;26;46;0
19-01-2022;Santo Antônio do Sudoeste;38;75;0
20-01-2022;Santo Antônio do Sudoeste;11;18;0
21-01-2022;Santo Antônio do Sudoeste;28;54;0
22-01-2022;Santo Antônio do Sudoeste;27;45;1
23-01-2022;Santo Antônio do Sudoeste;33;59;0
24-01-2022;Santo Antônio do Sudoeste;35;58;0
25-01-2022;Santo Antônio do Sudoeste;26;44;0
26-01-2022;Santo Antônio do Sudoeste;30;54;0
27-01-2022;Santo Antônio do Sudoeste;28;53;1
28-01-2022;Santo Antônio do Sudoeste;22;38;0
29-01-2022;Santo Antônio do Sudoeste;13;23;0
30-01-2022;Santo Antônio do Sudoeste;14;26;0
31-01-2022;Santo Antônio do Sudoeste;14;26;0
01-02-2022;Santo Antônio do Sudoeste;37;60;1
02-02-2022;Santo Antônio do Sudoeste;33;56;1
03-02-2022;Santo Antônio do Sudoeste;12;21;0
04-02-2022;Santo Antônio do Sudoeste;31;61;0
05-02-2022;Santo Antônio do Sudoeste;30;49;0
06-02-2022;Santo Antônio do Sudoeste;32;61;1
07-02-2022;Santo Antônio do Sudoeste;18;32;0
08-02-2022;Santo Antônio do Sudoeste;25;41;1
09-02-2022;Santo Antônio do Sudoeste;39;68;0
10-02-2022;Santo Antônio do Sudoeste;10;19;0
11-02-2022;Santo Antônio do Sudoeste;21;41;0
12-02-2022;Santo Antônio do Sudoeste;14;28;0
13-02-2022;Santo Antônio do Sudoeste;28;48;1
14-02-2022;Santo Antônio do Sudoeste;19;34;0
15-02-2022;Santo Antônio do Sudoeste;37;68;1
16-02-2022;Santo Antônio do Sudoeste;21;36;0
17-02-2022;Santo Antônio do Sudoeste;14;27;0
18-02-2022;Santo Antônio do Sudoeste;33;61;1
19-02-2022;Santo Antônio do Sudoeste;20;33;1
20-02-2022;Santo Antônio do Sudoeste;35;56;1
21-02-2022;Santo Antônio do Sudoeste;17;30;0
22-02-2022;Santo Antônio do Sudoeste;20;40;0
23-02-2022;Santo Antônio do Sudoeste;20;37;0
24-02-2022;Santo Antônio do Sudoeste;32;59;0
25-02-2022;Santo Antônio do Sudoeste;30;52;1
26-02-2022;Santo Antônio do Sudoeste;21;39;1
27-02-2022;Santo Antônio do Sudoeste;21;35;0
28-02-2022;Santo Antônio do Sudoeste;13;25;0
01-03-2022;Santo Antônio do Sudoeste;25;46;0
02-03-2022;Santo Antônio do Sudoeste;33;55;0
03-03-2022;Santo Antônio do Sudoeste;38;66;1
04-03-2022;Santo Antônio do Sudoeste;20;33;0
05-03-2022;Santo Antônio do Sudoeste;16;26;0
06-03-2022;Santo Antônio do Sudoeste;12;23;0
07-03-2022;Santo Antônio do Sudoeste;26;43;1
08-03-2022;Santo Antônio do Sudoeste;27;54;1
09-03-2022;Santo Antônio do Sudoeste;21;39;1
10-03-2022;Santo Antônio do Sudoeste;31;59;1
11-03-2022;Santo Antônio do Sudoeste;33;64;1
12-03-2022;Santo Antônio do Sudoeste;31;51;0
13-03-2022;Santo Antônio do Sudoeste;22;40;0
14-03-2022;Santo Antônio do Sudoeste;23;38;0
15-03-2022;Santo Antônio do Sudoeste;29;52;0
16-03-2022;Santo Antônio do Sudoeste;38;75;0
17-03-2022;Santo Antônio do Sudoeste;29;57;0
18-03-2022;Santo Antônio do Sudoeste;21;36;0
19-03-2022;Santo Antônio do Sudoeste;14;22;0
20-03-2022;Santo Antônio do Sudoeste;34;59;1
21-03-2022;Santo Antônio do Sudoeste;12;19;0
22-03-2022;Santo Antônio do Sudoeste;24;39;0
23-03-2022;Santo Antônio do Sudoeste;19;34;0
24-03-2022;Santo Antônio do Sudoeste;38;68;1
25-03-2022;Santo Antônio do Sudoeste;35;67;0
26-03-2022;Santo Antônio do Sudoeste;38;73;0
27-03-2022;Santo Antônio do Sudoeste;25;48;1
28-03-2022;Santo Antônio do Sudoeste;22;38;0
29-03-2022;Santo Antônio do Sudoeste;32;57;0
30-03-2022;Santo Antônio do Sudoeste;33;65;0
31-03-2022;Santo Antônio do Sudoeste;25;49;1
01-04-2022;Santo Antônio do Sudoeste;34;68;0
02-04-2022;Santo Antônio do Sudoeste;28;46;0
03-04-2022;Santo Antônio do Sudoeste;32;57;1
04-04-2022;Santo Antônio do Sudoeste;37;74;0
05-04-2022;Santo Antônio do Sudoeste;13;24;0
06-04-2022;Santo Antônio do Sudoeste;26;43;0
07-04-2022;Santo Antônio do Sudoeste;10;16;0
08-04-2022;Santo Antônio do Sudoeste;14;22;0
09-04-2022;Santo Antônio do Sudoeste;22;42;1
10-04-2022;Santo Antônio do Sudoeste;25;43;0
11-04-2022;Santo Antônio do Sudoeste;38;67;1
12-04-2022;Santo Antônio do Sudoeste;17;33;0
13-04-2022;Santo Antônio do Sudoeste;32;51;0
14-04-2022;Santo Antônio do Sudoeste;29;53;0
15-04-2022;Santo Antônio do Sudoeste;40;70;1
16-04-2022;Santo Antônio do Sudoeste;22;44;0
17-04-2022;Santo Antônio do Sudoeste;38;64;1
18-04-2022;Santo Antônio do Sudoeste;11;20;0
19-04-2022;Santo Antônio do Sudoeste;17;29;0
20-04-2022;Santo Antônio do Sudoeste;23;42;0
21-04-2022;Santo Antônio do Sudoeste;13;24;0
22-04-2022;Santo Antônio do Sudoeste;33;57;0
23-04-2022;Santo Antônio do Sudoeste;24;46;0
24-04-2022;Santo Antônio do Sudoeste;17;29;0
25-04-2022;Santo Antônio do Sudoeste;18;35;0
26-04-2022;Santo Antônio do Sudoeste;31;60;1
27-04-2022;Santo Antônio do Sudoeste;18;36;0
28-04-2022;Santo Antônio do Sudoeste;13;26;0
29-04-2022;Santo Antônio do Sudoeste;16;29;0
20-01-2020;Chopinzinho;19;36;0
21-01-2020;Chopinzinho;11;19;0
22-01-2020;Chopinzinho;31;61;0
23-01-2020;Chopinzinho;25;41;1
24-01-2020;Chopinzinho;15;24;0
25-01-2020;Chopinzinho;20;37;0
26-01-2020;Chopinzinho;25;48;0
27-01-2020;Chopinzinho;12;21;0
28-01-2020;Chopinzinho;15;30;0
29-01-2020;Chopinzinho;10;17;0
30-01-2020;Chopinzinho;35;64;0
31-01-2020;Chopinzinho;32;63;0
01-02-2020;Chopinzinho;36;69;1
02-02-2020;Chopinzinho;36;71;0
03-02-2020;Chopinzinho;29;47;0
04-02-2020;Chopinzinho;11;20;0
05-02-2020;Chopinzinho;38;62;1
06-02-2020;Chopinzinho;35;61;1
07-02-2020;Chopinzinho;16;28;0
08-02-2020;Chopinzinho;18;31;1
09-02-2020;Chopinzinho;25;45;0
10-02-2020;Chopinzinho;37;71;1
11-02-2020;Chopinzinho;14;27;0
12-02-2020;Chopinzinho;34;60;1
13-02-2020;Chopinzinho;34;62;1
14-02-2020;Chopinzinho;35;62;0
15-02-2020;Chopinzinho;14;24;0
16-02-2020;Chopinzinho;27;46;1
17-02-2020;Chopinzinho;26;51;0
18-02-2020;Chopinzinho;32;58;1
19-02-2020;Chopinzinho;37;72;1
20-02-2020;Chopinzinho;38;68;1
21-02-2020;Chopinzinho;11;20;0
22-02-2020;Chopinzinho;32;60;1
23-02-2020;Chopinzinho;15;26;0
24-02-2020;Chopinzinho;36;66;1
25-02-2020;Chopinzinho;23;44;0
26-02-2020;Chopinzinho;30;53;0
27-02-2020;Chopinzinho;36;71;1
28-02-2020;Chopinzinho;36;62;0
29-02-2020;Chopinzinho;32;64;0
01-03-2020;Chopinzinho;18;32;0
02-03-2020;Chopinzinho;34;59;0
03-03-2020;Chopinzinho;14;26;0
04-03-2020;Chopinzinho;34;65;0
05-03-2020;Chopinzinho;11;19;0
06-03-2020;Chopinzinho;14;25;0
07-03-2020;Chopinzinho;21;36;0
08-03-2020;Chopinzinho;21;40;0
09-03-2020;Chopinzinho;17;29;0
10-03-2020;Chopinzinho;21;42;0
11-03-2020;Chopinzinho;21;39;0
12-03-2020;Chopinzinho;23;42;1
13-03-2020;Chopinzinho;30;56;1
14-03-2020;Chopinzinho;14;27;0
15-03-2020;Chopinzinho;20;36;1
16-03-2020;Chopinzinho;15;29;0
17-03-2020;Chopinzinho;18;34;1
18-03-2020;Chopinzinho;30;52;1
19-03-2020;Chopinzinho;37;65;0
20-03-2020;Chopinzinho;38;71;1
21-03-2020;Chopinzinho;29;55;1
22-03-2020;Chopinzinho;35;66;1
23-03-2020;Chopinzinho;22;43;0
24-03-2020;Chopinzinho;37;71;1
25-03-2020;Chopinzinho;36;60;1
26-03-2020;Chopinzinho;17;30;0
27-03-2020;Chopinzinho;19;35;0
28-03-2020;Chopinzinho;37;60;0
29-03-2020;Chopinzinho;29;46;0
30-03-2020;Chopinzinho;14;23;0
31-03-2020;Chopinzinho;38;75;1
01-04-2020;Chopinzinho;35;68;0
02-04-2020;Chopinzinho;37;70;1
03-04-2020;Chopinzinho;18;34;0
04-04-2020;Chopinzinho;38;73;1
05-04-2020;Chopinzinho;21;36;0
06-04-2020;Chopinzinho;27;47;0
07-04-2020;Chopinzinho;35;64;1
08-04-2020;Chopinzinho;30;59;0
09-04-2020;Chopinzinho;26;43;0
10-04-2020;Chopinzinho;35;62;0
11-04-2020;Chopinzinho;36;63;1
12-04-2020;Chopinzinho;31;59;1
13-04-2020;Chopinzinho;24;42;0
14-04-2020;Chopinzinho;39;73;0
15-04-2020;Chopinzinho;28;51;0
16-04-2020;Chopinzinho;33;64;1
17-04-2020;Chopinzinho;11;21;0
18-04-2020;Chopinzinho;17;34;0
19-04-2020;Chopinzinho;28;45;0
20-04-2020;Chopinzinho;27;47;1
21-04-2020;Chopinzinho;13;24;0
22-04-2020;Chopinzinho;26;45;1
23-04-2020;Chopinzinho;12;24;0
24-04-2020;Chopinzinho;14;25;0
25-04-2020;Chopinzinho;31;51;1
26-04-2020;Chopinzinho;20;36;0
27-04-2020;Chopinzinho;14;23;0
28-04-2020;Chopinzinho;32;52;0
29-04-2020;Chopinzinho;34;64;0
30-04-2020;Chopinzinho;29;47;0
01-05-2020;Chopinzinho;37;59;0
02-05-2020;Chopinzinho;13;24;0
03-05-2020;Chopinzinho;36;68;0
04-05-2020;Chopinzinho;31;55;1
05-05-2020;Chopinzinho;35;63;0
06-05-2020;Chopinzinho;19;33;0
07-05-2020;Chopinzinho;30;52;0
08-05-2020;Chopinzinho;23;37;0
09-05-2020;Chopinzinho;37;62;1
10-05-2020;Chopinzinho;33;63;1
11-05-2020;Chopinzinho;26;44;1
12-05-2020;Chopinzinho;37;72;0
13-05-2020;Chopinzinho;27;52;0
14-05-2020;Chopinzinho;17;33;0
15-05-2020;Chopinzinho;38;65;0
16-05-2020;Chopinzinho;32;56;1
17-05-2020;Chopinzinho;17;31;0
18-05-2020;Chopinzinho;11;19;0
19-05-2020;Chopinzinho;22;41;1
20-05-2020;Chopinzinho;13;21;0
21-05-2020;Chopinzinho;38;67;0
22-05-2020;Chopinzinho;37;69;0
23-05-2020;Chopinzinho;31;57;0
24-05-2020;Chopinzinho;32;60;1
25-05-2020;Chopinzinho;19;32;0
26-05-2020;Chopinzinho;25;41;1
27-05-2020;Chopinzinho;21;34;0
28-05-2020;Chopinzinho;38;75;0
29-05-2020;Chopinzinho;10;20;0
30-05-2020;Chopinzinho;38;61;0
31-05-2020;Chopinzinho;18;32;0
01-06-2020;Chopinzinho;23;41;0
02-06-2020;Chopinzinho;20;34;0
03-06-2020;Chopinzinho;10;17;0
04-06-2020;Chopinzinho;36;71;1
05-06-2020;Chopinzinho;33;60;0
06-06-2020;Chopinzinho;21;37;0
07-06-2020;Chopinzinho;14;25;0
08-06-2020;Chopinzinho;38;68;1
09-06-2020;Chopinzinho;22;41;0
10-06-2020;Chopinzinho;13;25;0
11-06-2020;Chopinzinho;25;49;0
12-06-2020;Chopinzinho;11;22;0
13-06-2020;Chopinzinho;29;55;0
14-06-2020;Chopinzinho;19;34;0
15-06-2020;Chopinzinho;31;54;1
16-06-2020;Chopinzinho;17;28;0
17-06-2020;Chopinzinho;15;30;0
18-06-2020;Chopinzinho;25;44;0
19-06-2020;Chopinzinho;21;37;0
20-06-2020;Chopinzinho;13;22;0
21-06-2020;Chopinzinho;11;21;0
22-06-2020;Chopinzinho;13;23;0
23-06-2020;Chopinzinho;37;63;1
24-06-2020;Chopinzinho;31;58;0
25-06-2020;Chopinzinho;28;46;0
26-06-2020;Chopinzinho;23;45;1
27-06-2020;Chopinzinho;20;40;1
28-06-2020;Chopinzinho;15;26;0
29-06-2020;Chopinzinho;11;18;0
30-06-2020;Chopinzinho;18;32;0
01-07-2020;Chopinzinho;14;25;0
02-07-2020;Chopinzinho;15;28;0
03-07-2020;Chopinzinho;10;19;0
04-07-2020;Chopinzinho;11;18;0
05-07-2020;Chopinzinho;34;68;1
06-07-2020;Chopinzinho;35;67;1
07-07-2020;Chopinzinho;26;42;1
08-07-2020;Chopinzinho;28;50;1
09-07-2020;Chopinzinho;27;45;0
10-07-2020;Chopinzinho;36;61;0
11-07-2020;Chopinzinho;30;51;0
12-07-2020;Chopinzinho;27;45;0
13-07-2020;Chopinzinho;17;30;0
14-07-2020;Chopinzinho;38;67;1
15-07-2020;Chopinzinho;14;24;0
16-07-2020;Chopinzinho;37;67;1
17-07-2020;Chopinzinho;11;22;0
18-07-2020;Chopinzinho;27;52;0
19-07-2020;Chopinzinho;22;40;0
20-07-2020;Chopinzinho;26;47;1
21-07-2020;Chopinzinho;16;27;0
22-07-2020;Chopinzinho;15;24;0
23-07-2020;Chopinzinho;17;31;0
24-07-2020;Chopinzinho;36;68;1
25-07-2020;Chopinzinho;25;40;0
26-07-2020;Chopinzinho;31;54;1
27-07-2020;Chopinzinho;34;61;1
28-07-2020;Chopinzinho;20;35;0
29-07-2020;Chopinzinho;17;28;0
30-07-2020;Chopinzinho;11;19;0
31-07-2020;Chopinzinho;34;64;1
01-08-2020;Chopinzinho;28;52;0
02-08-2020;Chopinzinho;22;42;0
03-08-2020;Chopinzinho;27;47;0
04-08-2020;Chopinzinho;20;37;0
05-08-2020;Chopinzinho;14;23;0
06-08-2020;Chopinzinho;24;42;0
07-08-2020;Chopinzinho;29;51;0
08-08-2020;Chopinzinho;14;23;0
09-08-2020;Chopinzinho;21;34;0
10-08-2020;Chopinzinho;13;24;0
11-08-2020;Chopinzinho;12;24;0
12-08-2020;Chopinzinho;27;53;0
13-08-2020;Chopinzinho;32;54;1
14-08-2020;Chopinzinho;19;33;1
15-08-2020;Chopinzinho;11;19;0
16-08-2020;Chopinzinho;30;50;1
17-08-2020;Chopinzinho;38;68;1
18-08-2020;Chopinzinho;37;73;0
19-08-2020;Chopinzinho;14;23;0
20-08-2020;Chopinzinho;26;43;0
21-08-2020;Chopinzinho;31;54;0
22-08-2020;Chopinzinho;27;49;0
23-08-2020;Chopinzinho;10;19;0
24-08-2020;Chopinzinho;10;18;0
25-08-2020;Chopinzinho;36;64;0
26-08-2020;Chopinzinho;23;43;1
27-08-2020;Chopinzinho;24;39;0
28-08-2020;Chopinzinho;22;37;1
29-08-2020;Chopinzinho;14;25;0
30-08-2020;Chopinzinho;30;50;0
31-08-2020;Chopinzinho;13;24;0
01-09-2020;Chopinzinho;33;55;0
02-09-2020;Chopinzinho;21;40;0
03-09-2020;Chopinzinho;39;69;1
04-09-2020;Chopinzinho;23;41;0
05-09-2020;Chopinzinho;22;40;0
06-09-2020;Chopinzinho;33;55;0
07-09-2020;Chopinzinho;28;54;1
08-09-2020;Chopinzinho;29;49;0
09-09-2020;Chopinzinho;13;21;0
10-09-2020;Chopinzinho;23;38;0
11-09-2020;Chopinzinho;30;55;1
12-09-2020;Chopinzinho;35;60;1
13-09-2020;Chopinzinho;14;28;0
14-09-2020;Chopinzinho;30;59;0
15-09-2020;Chopinzinho;29;50;1
16-09-2020;Chopinzinho;30;54;0
17-09-2020;Chopinzinho;11;18;0
18-09-2020;Chopinzinho;19;33;0
19-09-2020;Chopinzinho;37;66;0
20-09-2020;Chopinzinho;36;72;1
21-09-2020;Chopinzinho;31;54;0
22-09-2020;Chopinzinho;28;54;1
23-09-2020;Chopinzinho;33;58;1
24-09-2020;Chopinzinho;29;50;1
25-09-2020;Chopinzinho;11;21;0
26-09-2020;Chopinzinho;26;46;0
27-09-2020;Chopinzinho;26;42;1
28-09-2020;Chopinzinho;19;33;0
29-09-2020;Chopinzinho;35;59;1
30-09-2020;Chopinzinho;17;32;0
01-10-2020;Chopinzinho;15;27;0
02-10-2020;Chopinzinho;15;26;0
03-10-2020;Chopinzinho;14;23;0
04-10-2020;Chopinzinho;38;67;0
05-10-2020;Chopinzinho;36;66;1
06-10-2020;Chopinzinho;15;26;0
07-10-2020;Chopinzinho;38;75;1
08-10-2020;Chopinzinho;24;45;1
09-10-2020;Chopinzinho;31;58;1
10-10-2020;Chopinzinho;22;44;0
11-10-2020;Chopinzinho;28;49;0
12-10-2020;Chopinzinho;23;40;1
13-10-2020;Chopinzinho;33;57;0
14-10-2020;Chopinzinho;34;62;0
15-10-2020;Chopinzinho;21;37;0
16-10-2020;Chopinzinho;26;45;1
17-10-2020;Chopinzinho;12;22;0
18-10-2020;Chopinzinho;34;62;0
19-10-2020;Chopinzinho;18;29;1
20-10-2020;Chopinzinho;12;21;0
21-10-2020;Chopinzinho;39;64;1
22-10-2020;Chopinzinho;27;50;0
23-10-2020;Chopinzinho;29;58;1
24-10-2020;Chopinzinho;37;70;1
25-10-2020;Chopinzinho;31;59;0
26-10-2020;Chopinzinho;14;25;0
27-10-2020;Chopinzinho;39;77;1
28-10-2020;Chopinzinho;37;61;0
29-10-2020;Chopinzinho;31;53;1
30-10-2020;Chopinzinho;24;48;1
31-10-2020;Chopinzinho;31;56;0
01-11-2020;Chopinzinho;13;23;0
02-11-2020;Chopinzinho;31;54;0
03-11-2020;Chopinzinho;36;59;0
04-11-2020;Chopinzinho;39;65;0
05-11-2020;Chopinzinho;25;48;0
06-11-2020;Chopinzinho;25;46;0
07-11-2020;Chopinzinho;37;70;0
08-11-2020;Chopinzinho;24;48;0
09-11-2020;Chopinzinho;12;22;0
10-11-2020;Chopinzinho;37;61;1
11-11-2020;Chopinzinho;35;69;0
12-11-2020;Chopinzinho;27;51;0
13-11-2020;Chopinzinho;29;50;1
14-11-2020;Chopinzinho;31;55;0
15-11-2020;Chopinzinho;22;39;1
16-11-2020;Chopinzinho;33;58;0
17-11-2020;Chopinzinho;16;28;0
18-11-2020;Chopinzinho;14;26;0
19-11-2020;Chopinzinho;12;20;0
20-11-2020;Chopinzinho;24;39;1
21-11-2020;Chopinzinho;15;27;0
22-11-2020;Chopinzinho;21;35;0
23-11-2020;Chopinzinho;35;68;1
24-11-2020;Chopinzinho;14;26;0
25-11-2020;Chopinzinho;23;43;0
26-11-2020;Chopinzinho;26;47;0
27-11-2020;Chopinzinho;19;31;1
28-11-2020;Chopinzinho;35;56;0
29-11-2020;Chopinzinho;22;40;0
30-11-2020;Chopinzinho;24;41;0
